Timestamp,Which age group do you belong to?,What is your employment status?,Which part of the year did you visit USS?,Who did you visit USS with?,What was the main purpose of your visit?,What factors influenced your decision to visit USS? Select all that apply,What concerns did you have before deciding to visit USS?,"On a scale of 1-5, how would you rate your overall experience at USS?",What was the highlight of your visit?,How would you describe USS' brand image before visiting?,How did you first hear about Universal Studios Singapore?,"How easy was it to find relevant information about USS online (ticket pricing, attractions, events, etc.)?",Have you seen any recent advertisements or promotions for USS?,What type of promotions or discounts would encourage you to visit USS?,Did you visit the USS website while planning your trip?,"How easy was it to navigate the USS website to find information about tickets, attractions, and events?","Did the website provide clear and sufficient information about ticket prices, promotions, and park rules?",What features would improve your experience on the USS website? (Select all that apply),Did you use the USS mobile app before your visit?,"If you used the USS app, how would you rate its ease of use?",What USS app features did you find most helpful? (Select all that apply)  ,What feedback/suggestions would you like to provide for USS website/app?,Which ride or attraction was your favourite?,Why this attraction in particular? ,Which ride or attraction have you had bad experiences with (if any)? ,What made your experience with this ride or attraction unpleasant? ,"Did you experience any rides with longer-than-expected wait times? If yes, which ride(s)?",How long did you wait in line for rides on average during your visit?,"Did you feel that overall, the queueing time was worth the experience of the attraction? ", Were the shows and performances engaging and enjoyable?  ,Did you find the price of the general admission ticket reasonable for the experience provided?,Did you purchase the Express Pass?,"If you purchased the Express Pass, how would you rate the value of the Express Pass in relation to the experience it provided?",Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Waiting times],Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Ride variety ],"Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Ride experience (quality, theme, etc.)]","Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Overall park experience (atmosphere, entertainment, etc.)]",Please rank the following factors in terms of how they influenced your opinion on ticket prices  [Customer Service], Did you find a good variety of food options?  ,Were there enough affordable and accessible meal choices?  ,Were there enough kid-friendly meal choices?, How would you rate the food quality and service?  ,Did you stay at a nearby hotel or within Resorts World Sentosa?   ,"If you booked a nearby accommodation, how was the experience? ",Was the accommodation convenient and family-friendly?  ,Have you reached out to USS customer service before your visit?,"If you interacted with USS customer service, how satisfied were you with the response time and assistance?",Were the park staff at USS friendly and helpful? Rate on a scale from 1-5.,"Did you encounter any issues that required assistance, and how were they handled?  ",Would you choose to revisit USS?,"If you answered 'No' or 'Maybe', please explain why. ",What changes or improvements would make your next visit better?  ,Would you recommend USS to others?,Please state your reason for the previous question.
3/2/2025 16:23:03,25 - 34 years old,Student,October - December,Friends,Social gathering,Friends or family recommendations,"Ticket pricing and affordability, Food options and prices",4,Thrilling rides,Fun and family-friendly,Social media,2,"Yes, but they did not influence my decision",Discounted tickets,Yes,3,"Somewhat clear, but some details were missing",Better mobile optimisation,Yes,3,Not applicable (Did not use the app),,CYLON,na,Not applicable,,CYLON,15 to 30 minutes,3,3,Yes,No,,5,3,4,2,1,No,No,No,2,No,nil,Not applicable,"No, I did not",3,3,nil,Yes,,nil,Yes,nil
3/2/2025 16:24:12,18 - 24 years old,Student,January - March,Friends,Social gathering,"Reputation as a top theme park in Asia, Friends or family recommendations","Ticket pricing and affordability, Ride wait times and crowd levels",4,"Thrilling rides, Overall park atmosphere and theme",Exciting and thrilling rides,Word of mouth,5,"Yes, but they did not influence my decision",Discounted tickets,No,4,"Somewhat clear, but some details were missing","Faster loading times, Live updates on crowd levels and wait times","No, I didn't know there was an app",,Online ticket booking,,CYLON,Most thrilling,Not applicable,,Revenge of the Mummy,31 to 45 minutes,3,4,No,No,,1,2,5,4,3,Yes,No,,3,Yes,NIL,Yes,"No, I did not",,4,NIL,Maybe,Too expensive,More affordable tickets,Yes,Good to experience for once
3/2/2025 16:30:08,18 - 24 years old,Student,October - December,Friends,Social gathering,Friends or family recommendations,Ticket pricing and affordability,3,Thrilling rides,Fun and family-friendly,Word of mouth,5,"No, I haven't seen any ads",Discounted tickets,No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,fast,Not applicable,,,46 to 60 minutes,3,4,No,No,,1,3,2,4,5,Yes,No,Yes,4,No,NIL,Not applicable,"No, I did not",,3,NIL,Maybe,too crowded,shorter wait times,Yes,"If the person has never been to USS, I think it is gonna be fun"
3/2/2025 16:31:24,25 - 34 years old,Employed,Can't recall / Not sure,Friends,Social gathering,"Reputation as a top theme park in Asia, Special events or themed attractions","Ticket pricing and affordability, Ride wait times and crowd levels",4,Overall park atmosphere and theme,Fun and family-friendly,Word of mouth,4,"No, I haven't seen any ads","Discounted tickets, Seasonal event promotions",No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't find it necessary",,Not applicable (Did not use the app),,Revenge of the Mummy,indoor,Not applicable,,,31 to 45 minutes,3,4,Yes,No,,5,1,2,4,3,Yes,No,No,3,No,nil,No,"No, I did not",,3,nil,Yes,,Less waiting time,Yes,/
3/2/2025 17:14:49,18 - 24 years old,Student,April - June,Family (including children),Family outing,"Reputation as a top theme park in Asia, Social media content (Instagram, Youtube, Tiktok, etc)","Ticket pricing and affordability, Ride wait times and crowd levels",3,Thrilling rides,Fun and family-friendly,Online ads,3,"Yes, but they did not influence my decision",Discounted tickets,Yes,3,"Somewhat clear, but some details were missing","Faster loading times, More detailed ride descriptions and photos/videos","No, I didn't find it necessary",3,Not applicable (Did not use the app),,Transformers,Fun and brings the good old memories,Not applicable,,Revenge of the Mummy,31 to 45 minutes,3,3,No,No,,5,2,1,3,4,Yes,No,Yes,3,No,NIL,Not applicable,"No, I did not",,4,NIL,Maybe,Due to the increasing of the ticket price each year,More ordered line,Yes,Its fun for try once when going to SG
3/2/2025 17:17:42,18 - 24 years old,Unemployed,October - December,Family (including children),Family outing,"Reputation as a top theme park in Asia, Special events or themed attractions","Ticket pricing and affordability, Ride wait times and crowd levels",4,"Thrilling rides, Live shows and entertainment, Food and dining experience",High quality and premium entertainment,Word of mouth,5,Yes and they influenced my decision to visit,"Discounted tickets, Seasonal event promotions, Family/group discounts",Yes,2,"Yes, everything was clear","Better mobile optimisation, Live updates on crowd levels and wait times, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,Not applicable (Did not use the app),,Puss in Boots,Cause of the character,Not applicable,,,46 to 60 minutes,3,4,Yes,No,,5,1,2,3,4,Yes,Yes,Yes,4,No,NIL,Not applicable,"No, I did not",,4,NIL,Yes,,More affordable tickets and better queue system,Yes,Worth for the attractions and fun
3/2/2025 17:21:13,12 - 17 years old,Student,January - March,Family (adults only),Family outing,Friends or family recommendations,Ride wait times and crowd levels,2,Overall park atmosphere and theme,Fun and family-friendly,Word of mouth,2,"No, I haven't seen any ads","Discounted tickets, Family/group discounts",No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't know there was an app",,Not applicable (Did not use the app),,HUMAN,fun rollercoaster,Not applicable,,HUMAN,31 to 45 minutes,2,3,Yes,No,,4,1,5,2,3,No,No,,2,No,NIL,Not applicable,"No, I did not",,3,NIL,No,"some fun rides but wait time too long, very hot",more covered areas and aircon and faster queue,Yes,"not much alternative in sg for theme park, maybe wild wild wet for water parks"
3/2/2025 17:27:41,18 - 24 years old,Unemployed,April - June,Romantic partner,Date/Romantic experience,"Positive online reviews, Special events or themed attractions","Ticket pricing and affordability, Ride wait times and crowd levels, Park cleanliness and hygiene",4,"Thrilling rides, Live shows and entertainment, Shorter queue times and Express Pass benefits, Overall park atmosphere and theme",High quality and premium entertainment,Word of mouth,4,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.)",Yes,3,"Somewhat clear, but some details were missing","Faster loading times, Live updates on crowd levels and wait times, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,"Online ticket booking, Interactive park map, Show schedules and ride wait times",,Sesame Street Spaghetti Space Chase,"It was quite fun and enjoyable because my girlfriend is afraid of heights and rollercoasters, this Sesame Street park ride was right up her alley.",Not applicable,,,15 to 30 minutes,4,5,Yes,Yes,5,3,2,5,4,1,No,No,No,3,No,NIL,Not applicable,"No, I did not",,5,NIL,Yes,,It would be nice to be able to view a live update/feed of the current queues so we can better plan our next trip,Yes,"It was fun for a date, I drove so it was quite accessible. I would recommend this for couples looking to celebrate especially during special events like Valentines."
3/2/2025 17:29:10,18 - 24 years old,Student,October - December,Romantic partner,Date/Romantic experience,"Reputation as a top theme park in Asia, Special events or themed attractions","Ticket pricing and affordability, Ride wait times and crowd levels",4,"Thrilling rides, Live shows and entertainment, Overall park atmosphere and theme",Exciting and thrilling rides,Word of mouth,4,Yes and they influenced my decision to visit,Seasonal event promotions,Yes,2,"Yes, everything was clear","More detailed ride descriptions and photos/videos, Live updates on crowd levels and wait times","No, I didn't know there was an app",,Not applicable (Did not use the app),,HUMAN,Adrenaline,Not applicable,,,15 to 30 minutes,3,4,Yes,No,,5,4,3,2,1,Yes,No,,3,No,NIL,Not applicable,"No, I did not",,4,NIL,Yes,,"More rides, less waiting time",Yes,Red and blue ride
3/2/2025 17:37:47,35 - 44 years old,Employed,October - December,Family (including children),Family outing,Friends or family recommendations,"Ride wait times and crowd levels, Accessibility and transportation",4,"Live shows and entertainment, Shopping and merchandise, Overall park atmosphere and theme",Fun and family-friendly,Word of mouth,3,"No, I haven't seen any ads","Discounted tickets, Family/group discounts",No,,"Somewhat clear, but some details were missing","Live updates on crowd levels and wait times, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,Online ticket booking,My mother is wheelchair bound and i wanted to ask a service person for more details before purchasing ticket but i cannot find out how .,Did not take any rides . Only my son,Accompanying my elderly grandmother .,Not applicable,,,31 to 45 minutes,2,4,No,No,,4,2,1,5,3,No,No,No,2,No,NIL,Not applicable,"No, I did not",,3,NIL,Maybe,"If i took the rides, maybe yes .",Hopefully easier next time to find details about bringing wheelchair people .,No,"Very warm , sweat alot ."
3/2/2025 17:55:37,18 - 24 years old,Employed,April - June,Family (adults only),Family outing,"Reputation as a top theme park in Asia, Friends or family recommendations","Ticket pricing and affordability, Park cleanliness and hygiene",5,"Thrilling rides, Shorter queue times and Express Pass benefits",High quality and premium entertainment,Word of mouth,4,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.)",No,4,"Yes, everything was clear","Better mobile optimisation, Faster loading times","No, I didn't know there was an app",,Interactive park map,,Sesame Street Spaghetti Space Chase,Not scary ,Not applicable,,,Less than 15 minutes,5,5,Yes,No,5,1,2,3,4,5,No,No,,5,No,NIL ,Not applicable,"No, I did not",,5,NIL,Maybe,Visited already ,New facilities ,Yes,Fun
3/2/2025 20:19:46,18 - 24 years old,Student,Can't recall / Not sure,Family (including children),Family outing,"Reputation as a top theme park in Asia, Friends or family recommendations, Social media content (Instagram, Youtube, Tiktok, etc)","Ticket pricing and affordability, Ride wait times and crowd levels, Accessibility and transportation",4,"Thrilling rides, Live shows and entertainment",Fun and family-friendly,Word of mouth,5,"No, I haven't seen any ads","Discounted tickets, Bundle deals (hotel + ticket packages etc.)",Yes,4,"Yes, everything was clear","More detailed ride descriptions and photos/videos, Live updates on crowd levels and wait times, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,Not applicable (Did not use the app),,Transformers,Nostalgia,Not applicable,,"CYLON, Revenge of the Mummy",31 to 45 minutes,4,4,No,No,,1,4,3,2,5,Yes,No,Yes,4,No,NIL,Not applicable,"No, I did not",,5,NIL,Yes,,Better waiting times and cheaper deals,Yes,It is still a worth enjoyment for friend or family trips especially with kids
3/2/2025 20:35:40,18 - 24 years old,Student,Can't recall / Not sure,Family (including children),Family outing,"Reputation as a top theme park in Asia, Friends or family recommendations","Ticket pricing and affordability, Ride wait times and crowd levels",5,Thrilling rides,High quality and premium entertainment,Word of mouth,5,"Yes, but they did not influence my decision","Discounted tickets, Seasonal event promotions",No,,Not applicable (Did not use the website),Not applicable (Did not use the website),"No, I didn't find it necessary",,Not applicable (Did not use the app),,Revenge of the Mummy,It moves backwards,Puss in Boots,Such a long queue just for kids show,,46 to 60 minutes,2,4,Yes,No,,4,2,3,1,5,Yes,No,,2,No,NIL,Not applicable,"No, I did not",,5,Yes I was lost once as a kid and they even try to find someone that can spak malay to help me find my parents. So their service is excellent!,Maybe,"Ticket price is too expensive and I have already went, so its not as new",Less waiting time,Yes,Its quite an experience for those who never went
3/2/2025 22:18:39,18 - 24 years old,Student,January - March,"Family (adults only), Friends",Social gathering,Special events or themed attractions,"Ticket pricing and affordability, Ride wait times and crowd levels",4,"Thrilling rides, Overall park atmosphere and theme",Exciting and thrilling rides,Word of mouth,5,"No, I haven't seen any ads","Discounted tickets, Seasonal event promotions, Family/group discounts",Yes,2,"Yes, everything was clear","More user-friendly ticket booking process, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,Not applicable (Did not use the app),,CYLON,thrilling,Not applicable,,Revenge of the Mummy,61 to 90 minutes,3,4,No,No,,3,1,2,4,5,Yes,No,Yes,3,No,NIL,Not applicable,"No, I did not",,5,NIL,Maybe,I would only visit again if there are new rides,new rides and more affordable food,Yes,It’s worth to try
3/2/2025 23:24:02,18 - 24 years old,Student,October - December,"Family (including children), Friends",Social gathering,"Friends or family recommendations, Special events or themed attractions","Ticket pricing and affordability, Ride wait times and crowd levels, Food options and prices",4,"Thrilling rides, Overall park atmosphere and theme",Fun and family-friendly,Word of mouth,3,"Yes, but they did not influence my decision","Discounted tickets, Bundle deals (hotel + ticket packages etc.), Seasonal event promotions, Family/group discounts",Yes,3,"Somewhat clear, but some details were missing","Faster loading times, More user-friendly ticket booking process, Live updates on crowd levels and wait times, More accessible customer support (Live Chat, FAQ, etc)","No, I didn't know there was an app",,Not applicable (Did not use the app),,CYLON,It is the most thrilling with upside down loops and twists.,Not applicable,,,46 to 60 minutes,3,2,Yes,No,,2,4,3,5,1,No,No,,2,No,NIL,Not applicable,"No, I did not",,4,NIL,Yes,,NIL,Yes,It is still the only theme park in Singapore with exciting rides.
3/3/2025 4:56:12,18 - 24 years old,Student,April - June,Friends,Social gathering,"Positive online reviews, Reputation as a top theme park in Asia, Friends or family recommendations","Ticket pricing and affordability, Ride wait times and crowd levels",4,"Thrilling rides, Shorter queue times and Express Pass benefits",Fun and family-friendly,Word of mouth,5,"No, I haven't seen any ads","Discounted tickets, Seasonal event promotions",Yes,1,"Yes, everything was clear",Live updates on crowd levels and wait times,"No, I didn't know there was an app",,Not applicable (Did not use the app),,Revenge of the Mummy,"Thrilling, interesting theme, cold area to wait, kind staff",CYCLON,Extremely long wait lines and unclear instructions made me have to leave the queue and head all the way down and requeue,Transformers,15 to 30 minutes,2,3,Yes,Yes,5,4,5,3,2,1,Yes,No,Yes,2,No,Nil,Not applicable,"No, I did not",,5,"Creation of season pass ticket, created fast and with good service",Yes,,App with live timings of rides,Yes,It’s the only theme lark in
